"Version","Data Structure Name","Variable Set","Variable Name","Variable Label","Type","CDISC CT Codelist Code(s)","CDISC CT Codelist Submission Value(s)","Described Value Domain(s)","Value List Value","Core","CDISC Notes"
"ADaM OCCDS v1.1","Occurrence Data Structure","Standardized MedDRA Query","SMQzzSC","SMQ zz Scope","Char",,"","","BROAD; NARROW","Cond","The search strategy for SMQs can be narrow or broad. The preferred terms that are narrow in scope have high specificity for identifying events of interest, whereas the broad terms have high sensitivity. By definition, all narrow terms are also considered within the broad scope. Therefore, to summarize all broad terms, terms with either narrow or broad would be considered. Will be null for terms that do not meet the criteria. \n Conditional on whether SMQ analysis is done"
"ADaM OCCDS v1.1","Occurrence Data Structure","Standardized MedDRA Query","SMQzzSCN","SMQ zz Scope (N)","Num",,"","","1; 2","Perm","Will be null for terms that do not meet the criteria"
"ADaM OCCDS v1.1","Occurrence Data Structure","Standardized MedDRA Query","CQzzNAM","Customized Query zz Name","Char",,"","","","Cond","The CQ name or name of the adverse event of special interest category based on a grouping of terms. Would be blank for terms that are not in the CQ. \n Conditional on whether CQ analysis is done \n Examples: ""DERMATOLOGICAL EVENTS"" ""CARDIAC EVENTS"", ""IARS (INFUSION ASSOCIATED REACTIONS)"""
"ADaM OCCDS v1.1","Occurrence Data Structure","Standardized MedDRA Query","ADECODy","Analysis Dictionary-Derived Term y","Char",,"","","","Perm","The terms used for the analysis when combining multiple customized query or multiple standardized MedDRA queries and the original MedDRA dictionary terms under 1 variable \n Although designed for MedDRA queries, this variable could be used for other OCCDS analysis needs."
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior WHO Drug Coding","DECDORGw","Standardized Med Name in Orig Dict w","Char",,"","WHODRUG","","Perm","Original standardized medication name of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior WHO Drug Coding","CLASORGw","Medication Class in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original medication class of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior WHO Drug Coding","CLCDORGw","Medication Class Code in Orig Dict w","Char",,"","WHODRUG","","Perm","Original medication class code of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior WHO Drug Coding","ATyCORGw","ATC Level y Code in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original ATC Level y code of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior WHO Drug Coding","ATyTORGw","ATC Level y Text in Orig Dictionary w","Char",,"","WHODRUG","","Perm","Original ATC Level y text of CM.CMTRT using WHO Drug version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","DECDORGw","PT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original preferred term coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","BDSYORGw","SOC in Original Dictionary w","Char",,"","MedDRA","","Perm","Original body system coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","HLGTORGw","HLGT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original HLGT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","HLTORGw","HLT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original HLT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","LLTORGw","LLT in Original Dictionary w","Char",,"","MedDRA","","Perm","Original LLT coding of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure","Original or Prior MedDRA Coding","LLTNORGw","LLT Code in Original Dictionary w","Char",,"","MedDRA","","Perm","Original LLT code of XX.--TERM using MedDRA or other dictionary version X.X"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Identifier","STUDYID","Study Identifier","Char",,"","","","Req","XX.STUDYID"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Identifier","USUBJID","Unique Subject Identifier","Char",,"","","","Req","XX.USUBJID"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Identifier","SUBJID","Subject Identifier for the Study","Char",,"","","","Perm","ADSL.SUBJID"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Identifier","SITEID","Study Site Identifier","Char",,"","","","Perm","ADSL.SITEID"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Row Identifier","--SEQ","Sequence Number","Num",,"","","","Req","XX.--SEQ \n Identifies the sequence number in SDTM domain XX that is the source for this row. This variable would be copied unchanged from the SDTM domain XX. Required for traceability back to SDTM when rows in the dataset are created from a single SDTM domain. This may be missing for derived rows. \n For SubClass ADVERSE EVENT, use AESEQ, copied from SDTM AE.AESEQ."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Row Identifier","SRCDOM","Source Data","Char",,"","","","Not used","Identifies the name of the domain or dataset that is the source for this row. If the source data is a supplemental qualifier in SDTM, this variable will contain the value of RDOMAIN in SUPP-- or SUPPQUAL. Used when rows in the OCCDS dataset are from multiple SDTM domains or from one or more ADaM datasets. Not to be used in conjunction with --SEQ. This may be missing for derived rows. \n For SubClass ADVERSE EVENT, AESEQ is used rather than SRCDOM and SRCSEQ."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Row Identifier","SRCSEQ","Source Sequence Number","Num",,"","","","Not used","Identifies the sequence number that is the source for this row. If SRCDOM is a SUPPQUAL, then this variable will contain the sequence number of the relevant related domain record. Used when rows in the OCCDS dataset are from multiple SDTM domains or from one or more ADaM datasets. Not to be used in conjunction with --SEQ. This may be missing for derived rows. \n For SubClass ADVERSE EVENT, AESEQ is used rather than SRCDOM and SRCSEQ."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Row Identifier","ASEQ","Analysis Sequence Number","Num",,"","","","Perm","Sequence number given to ensure uniqueness of subject records within an ADaM dataset. \n ASEQ is useful for traceability when the OCCDS dataset is used as input to another ADaM dataset and the --SEQ variable is not included or unique. ASEQ is described in more detail in ADaMIG v1.2, Section 3.3.1, Identifier Variables for BDS Datasets."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--TERM","Reported Term","Char",,"","","","Req","Copied from XX.--TERM \n This variable label differs depending on the SDTM domain. See SDTM v1.7 Section 2.2.2, The Events Observation Class, and SDTMIG v3.3 Section 6.2, Models for Events Domains, for details."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--DECOD","Dictionary-Derived Term","Char",,"","MedDRA","","Req","Copied from XX.--DECOD \n This variable is typically one of the primary variables used in an analysis and would be brought in from the SDTM domain. Equivalent to the MedDRA PT. All other SDTM domain variables and supplemental qualifiers needed for analysis or traceability should also be included. Include the dictionary version in the metadata. \n Conditional on whether coded and used for analysis. Required for adverse event data."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--BODSYS","Body System or Organ Class","Char",,"","MedDRA","","Req","Copied from XX.--BODSYS \n Include the dictionary version in the metadata. \n Conditional on whether coded and used for analysis. Required for adverse event data."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--BDSYCD","Body System or Organ Class Code","Num",,"","MedDRA","","Req","Copied from XX.--BDSYCD or the supplemental qualifier \n This would be copied from the SDTM domain XX or supplemental qualifier dataset. Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--LLT","Lowest Level Term","Char",,"","MedDRA","","Req","Copied from XX.-- LLT or the supplemental qualifier \n Include the dictionary version in the metadata. \n Conditional on whether coded and used for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--LLTCD","Lowest Level Term Code","Num",,"","MedDRA","","Req","Copied from XX.--LLTCD or the supplemental qualifier \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--PTCD","Preferred Term Code","Num",,"","MedDRA","","Req","Copied from XX.--PTCD or the supplemental qualifier \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--HLT","High Level Term","Char",,"","MedDRA","","Req","Copied from XX.--HLT or the supplemental qualifier \n Include the dictionary version in the metadata. \n Conditional on whether used for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--HLTCD","High Level Term Code","Num",,"","MedDRA","","Req","Copied from XX.--HLTCD or the supplemental qualifier \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--HLGT","High Level Group Term","Char",,"","MedDRA","","Req","Copied from XX.--HLGT or the supplemental qualifier \n Include the dictionary version in the metadata. \n Conditional on whether used for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--HLGTCD","High Level Group Term Code","Num",,"","MedDRA","","Req","Copied from XX.--HLGTCD or the supplemental qualifier \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--SOC","Primary System Organ Class","Char",,"","MedDRA","","Req","Copied from XX.--SOC or the supplemental qualifier \n Include the dictionary version in the metadata. \n Conditional on whether a secondary SOC was used for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Dictionary Coding","--SOCCD","Primary System Organ Class Code","Num",,"","MedDRA","","Req","Copied from XX.--SOCCD or the supplemental qualifier \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","CMTRT","Reported Name of Drug, Med, or Therapy","Char",,"","","","Not Used","CM.CMTRT"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","CMDECOD","Standardized Medication Name","Char",,"","WHO Drug","","Not Used","CM.CMDECOD \n This is typically one of the primary variables used in CM analysis and would be copied from the SDTM CM domain. Include the dictionary version in the variable metadata. \n Conditional on whether coded and used for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","CMCLAS","Medication Class","Char",,"","","","Not Used","CM.CMCLAS \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","CMCLASCD","Medication Class Code","Char",,"","","","Not Used","CM.CMCLASCD \n Include the dictionary version in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","ATCy","ATC Level y Text","Char",,"","WHO Drug","","Not Used","Corresponds to the ATC Level Text for WHO Drug. Include the dictionary version in the variable metadata. \n Conditional, based on analysis at multiple levels (y)"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","WHO Drug Dictionary Coding","ATCyCD","ATC Level y Code","Char",,"","WHO Drug","","Not Used","Corresponds to the ATC Level Code for WHO Drug. Include the dictionary version in the variable metadata. \n Conditional, based on analysis at multiple levels (y)"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Other Categorization","--CAT","Category","Char",,"","","","Perm","Copied from XX.--CAT \n This variable label differs depending on the SDTM domain. See SDTM v1.7 Section 2.2, The General Observation Classes, and SDTMIG v3.3 Section 6, Domain Models Based on the General Observation Classes, for details."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Other Categorization","--SCAT","Subcategory","Char",,"","","","Perm","Copied from XX.--SCAT \n This variable label differs depending on the SDTM domain. See SDTM v1.7 Section 2.2, The General Observation Classes, and SDTMIG v3.3 Section 6, Domain Models Based on the General Observation Classes, for details."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Other Categorization","ACATy","Analysis Category y","Char",,"","","","Perm","Category used in analysis. May be derived from --CAT and/or --SCAT. Examples include records of special interest like prohibited medications, concomitant medications taken during an infusion reaction, growth factors, antimicrobial medications, and other such categories not defined elsewhere or present in SDTM domains."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","--STDTC","Start Date/Time of Observation","Char",,"","ISO 8601","","Req","Copied from XX.-STDTC \n Conditional on whether start date is pertinent for study and is populated in SDTM \n This variable label differs depending on the SDTM domain. See SDTM v1.7 Section 2.2.5, Timing Variables for All Classes, and SDTMIG v3.3 Section 6, Domain Models Based on the General Observation Classes for details."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTDT","Analysis Start Date","Num",,"","","","Req","Created from converting XX.--STDTC from character ISO 8601 format to numeric date format, applying imputation rules if specified in the statistical analysis plan (SAP) or metadata \n Conditional on whether start date is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTTM","Analysis Start Time","Num",,"","","","Cond","Created from converting XX.--STDTC from character ISO 8601 format to numeric time format, applying imputation rules if specified in the SAP or metadata \n Conditional on whether start time is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTDTM","Analysis Start Datetime","Num",,"","","","Cond","Created from converting XX.--STDTC from character ISO 8601 format to numeric datetime format, applying imputation rules if specified in the SAP or metadata \n Conditional on whether start datetime is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTDTF","Analysis Start Date Imputation Flag","Char","C81223","DATEFL","","","Cond","The level of imputation of analysis start date. Imputation flags are described in ADaMIG v1.2 Section 3.1.3, Date and Time Imputation Flag Variables. \n Conditional on whether ASTDT (or the date part of ASTDTM) was imputed"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTTMF","Analysis Start Time Imputation Flag","Char","C81226","TIMEFL","","","Cond","The level of imputation of analysis start time. Imputation flags are described in ADaMIG v1.2 Section 3.1.3, Date and Time Imputation Flag Variables. \n Conditional on whether ASTTM (or the time part of ASTDTM) was imputed"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","--ENDTC","End Date/Time of Observation","Char",,"","ISO 8601","","Req","Copied from XX.--ENDTC \n Conditional on whether end date is pertinent for study and is populated in SDTM \n This variable label differs depending on the SDTM domain. See SDTM v1.7 Section 2.2.5, Timing Variables for All Classes, and SDTMIG v3.3 Section 6, Domain Models Based on the General Observation Classes, for details."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENDT","Analysis End Date","Num",,"","","","Req","Created from converting XX.--ENDTC from character ISO 8601 format to numeric date format, applying imputation rules if specified in the SAP or metadata \n Conditional on whether end date is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENTM","Analysis End Time","Num",,"","","","Cond","Created from converting XX.--ENDTC from character ISO 8601 format to numeric time format, applying imputation rules if specified in the SAP or metadata \n Conditional on whether end time is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENDTM","Analysis End Datetime","Num",,"","","","Cond","Created from converting XX.--ENDTC from character ISO 8601 format to numeric datetime format, applying imputation rules if specified in the SAP or metadata \n Conditional on whether end datetime is pertinent for study and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENDTF","Analysis End Date Imputation Flag","Char","C81223","DATEFL","","","Cond","The level of imputation of analysis end date. Imputation flags are described in the ADaMIG v1.2 Section 3.1.3, Date and Time Imputation Flag Variables. \n Conditional on whether AENDT (or the date part of AENDTM) was imputed"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENTMF","Analysis End Time Imputation Flag","Char","C81226","TIMEFL","","","Cond","The level of imputation of analysis end time. Imputation flags are described in the ADaMIG v1.2 Section 3.1.3, Date and Time Imputation Flag Variables. \n Conditional on whether AENTM (or the date part of AENDTM) was imputed"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ASTDY","Analysis Start Relative Day","Num",,"","","","Req","The number of days from an anchor date (not necessarily DM.RFSTDTC) to ASTDT \n Example derivation: \n ASTDT - ADSL.TRTSDT + 1 if ASTDT >= ADSL.TRTSDT, else ASTDT - ADSL.TRTSDT if ASTDT< ADSL.TRTSDT \n This variable may instead be copied from --STDY. \n Conditional on whether analysis start relative day is pertinent to the study"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","--STDY","Study Day of Start of Observation*","Num",,"","","","Cond","Copied from XX.--STDY \n ASTDY may differ from --STDY due to date imputation and the option in ADaM to use a reference date other than SDTM's RFSTDTC. Including XX.--STDY in addition to ASTDY adds traceability. \n For SubClass ADVERSE EVENT, conditional on whether the AESTDY variable is in the SDTM AE dataset"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","AENDY","Analysis End Relative Day","Num",,"","","","Req","The number of days from an anchor date (not necessarily DM.RFSTDTC) to AENDT \n Example derivation: \n AENDT - ADSL.TRTSDT + 1 if AENDT >= ADSL.TRTSDT, else AENDT - ADSL.TRTSDT if AENDT < ADSL.TRTSDT \n This variable may instead be copied from --ENDY."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","--ENDY","Study Day of End of Observation*","Num",,"","","","Cond","Copied from XX.--ENDY \n AENDY may differ from --ENDY due to date imputation and the option in ADaM to use a reference date other than SDTM's RFSTDTC. Including XX.--ENDY in addition to AENDY adds traceability. \n For SubClass ADVERSE EVENT, conditional on whether the AEENDY variable is in the SDTM AE dataset"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ADURN","Analysis Duration (N)","Num",,"","","","Perm","Derive from ASTDT (or ASTDTM) and AENDT (or AENDTM)."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","ADURU","Analysis Duration Units","Char","C71620","UNIT","","","Cond","Conditional on whether ADURN is included"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","--DUR","Duration of XX","Char",,"","ISO 8601","","Cond","Copied from XX.--DUR \n Because --DUR is a collected field and ADURN is derived, the values will often differ. Including XX.--DUR in addition to ADURN adds traceability. \n For SubClass ADVERSE EVENT, conditional on whether the AEDUR variable is in the SDTM AE dataset"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","APERIOD","Period","Num",,"","","","Cond","APERIOD is a record-level timing variable that represents the analysis period within the study associated with the record for analysis purposes. The value of APERIOD (if populated) must be one of the xx values found in the ADSL TRTxxP variables. See ADaMIG v1.2 Section 3.3.3, Timing Variables for BDS variables for more information on this variable. \n For SubClass ADVERSE EVENT, conditional on whether multiple analysis periods are defined for the study"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","APERIODC","Period (C)","Char",,"","","","Perm","Text characterizing to which period the record belongs. One-to-one map to APERIOD."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Timing","APHASE","Phase","Char",,"","","","Perm","APHASE is a categorization of timing within a study, for example a higher-level categorization of APERIOD or an analysis epoch. For example, APHASE could describe spans of time for SCREENING, ON TREATMENT, and FOLLOW-UP. See the ADaM Implementation Guide v1.2 for more information on this variable."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","SDTM Indicator","--OCCUR","XX Occurrence","Char","C66742","NY","","","Not used","Copied from XX.--OCCUR \n Conditional on whether this content is pertinent for analysis and is populated in SDTM \n SDTM does not allow variable AEOCCUR, so this variable is not available to include in ADaM."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","SDTM Indicator","--PRESP","XX Pre-Specified","Char","C66742","NY","","","Cond","Copied from XX.--PRESP \n Conditional on whether this content is pertinent for analysis and is populated in SDTM"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Indicator","ANLzzFL","Analysis Flag zz","Char",,"","","Y","Cond","The ANLzzFL flag is useful in many circumstances; an example is when more than 1 coding path is included for analysis, in which case separate analysis flags could be used to denote primary coding path or the records used for analysis from each coding path. A codelist of Y, N, null may be used as described in ADaMIG v1.2 Section 3.3.8, Indicator Variables for BDS Datasets. \n This variable is conditional on whether analysis records flags are needed for analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events Indicator","TRTEMFL","Treatment Emergent Analysis Flag","Char",,"","","Y","Req","Treatment-emergent flag as defined for analysis \n Example derivation: \n If ADSL.TRTSDT<=ASTDT<=ADSL.TRTEDT + x days then TRTEMFL=""Y"" \n The number x in this derivation is defined by the producer and often incorporates the known half-life of the drug. \n For datasets other than SubClass ADVERSE EVENT, this variable is conditional on whether the concept of treatment emergent is a key feature of the analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events Indicator","TREMxxFL","Treatment Emergent Period xx Flag","Char",,"","","Y","Cond","This variable is required if there are multiple periods where treatment emergence is a key feature of the analysis for each period. \n If TREMxxFL is included, TRTEMFL is defined as the overall treatment-emergent flag."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events Indicator","TRTEMwFL","Treatment Emergent Analysis w Flag","Char",,"","","Y","Perm","This variable is used if there are other analysis needs (e.g., different cut-offs) where treatment emergence is a key feature of the analysis. \n If TREMwFL is included, TRTEMFL is defined as the overall treatment-emergent flag."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events Indicator","AETRTEM","Treatment Emergent Flag","Char","C66742","NY","","","Cond","Treatment-emergent flag from SDTM, if available. See SDTMIG v3.3, Appendix C2, Supplemental Qualifiers Name Codes, for more information. \n Derivation: \n SUPPAE.QVAL where QNAM=""AETRTEM"" \n TRTEMFL may differ from AETRTEM due to different definitions, date imputation, and other analysis rules. Including AETRTEM in addition to TRTEMFL will add traceability. \n For SubClass ADVERSE EVENT, conditional on whether the AETRTEM variable is in the SDTM AE dataset and populated"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Concomitant Medications Indicator","ONTRTFL","On Treatment Record Flag","Char",,"","","Y","Perm","Character indicator of whether the observation occurred while the subject was on treatment. A codelist of Y, N, null may be used as described in ADaMIG Section 3.3.8, Indicator Variables for BDS Datasets. \n Example derivation: \n If ADSL.TRTSDT <= ASTDT <= ADSL.TRTEDT then ONTRTFL = ""Y"" \n This variable is conditional on whether the concept of on treatment is a feature of the study and used in analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Concomitant Medications Indicator","ONTRxxFL","On Treatment Period xx Flag","Char",,"","","Y","Perm","This variable is used if there are multiple periods where on treatment is a key feature of the analysis for each period. \n If ONTRxxFL is included, ONTRTFL is defined as the overall on-treatment flag."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Concomitant Medications Indicator","ONTRTwFL","On Treatment Record w Flag","Char",,"","","Y","Perm","This variable is used if there are other analysis needs (e.g., different cut-offs) where on treatment is a key feature of the analysis. \n If ONTRTwFL is included, ONTRTFL is defined as the overall on-treatment flag."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events and Concomitant Medications Indicator","PREFL","Pre-treatment Flag","Char",,"","","Y","Cond","Character indicator of whether the observation occurred before the subject started treatment \n Example derivation: \n If ASTDT < ADSL.TRTSDT then PREFL=""Y"" \n This variable is conditional on whether the concept of pre-treatment is a feature of the study and used in analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Events and Concomitant Medications Indicator","FUPFL","Follow-up Flag","Char",,"","","Y","Cond","Character indicator of whether the observation occurred while the subject was on follow-up \n Example derivation: \n If ASTDT > ADSL.TRTEDT then FUPFL=""Y"" \n This variable is conditional on whether the concept of follow-up is a feature of the study and used in analysis."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Occurrence Flag","AOCCFL","1st Occurrence within Subject Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of any event/intervention/finding within the subject \n Example derivation: Sort the data in the required order and flag the first treatment emergent record for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Occurrence Flag","AOCCPFL","1st Occurrence of Preferred Term Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of the preferred term within the subject \n Example derivation: Sort the data in the required order and flag the first treatment emergent record for each --DECOD for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Occurrence Flag","AOCCIFL","1st Max Sev./Int. Occurrence Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of the event/intervention/finding with the maximum severity/intensity within the subject \n Example derivation: Sort the data in the required order and flag the first treatment emergent record for maximum severity for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Occurrence Flag","AOCCPIFL","1st Max Sev./Int. Occur Within PT Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of the maximum severity/intensity within the subject and preferred term \n Example derivation: Sort the data in the required order and flag the first treatment emergent record for maximum severity within preferred term for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Occurrence Flag","AOCCzzFL","1st Occurrence of ...","Char",,"","","Y","Perm","Additional flag variables as needed for analysis. Derivation rules for these flags need to be described in the metadata."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Occurrence Flag","AOCCSFL","1st Occurrence of SOC Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of the system organ class within the subject \n Example derivation: Sort the data in the required order and flag the first treatment-emergent record for each body system for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","MedDRA Occurrence Flag","AOCCSIFL","1st Max Sev./Int. Occur Within SOC Flag","Char",,"","","Y","Perm","Character indicator for the first occurrence of the maximum severity/intensity within the subject and system organ class \n Example derivation: Sort the data in the required order and flag the first treatment-emergent record for maximum severity within body system for each subject."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Treatment/Dose","DOSEON","Treatment Dose at Record Start","Num",,"","","","Perm","Dose received at the point in time of the record start date \n Example derivation: \n Obtained from EX.EXDOSE where --STDTC falls between the values of EX.EXSTDTC and EX.EXENDTC"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Treatment/Dose","DOSCUMA","Cumulative Actual Treatment Dose","Num",,"","","","Perm","Cumulative actual study drug dosage at the point in time of the record start date \n"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Treatment/Dose","DOSEU","Treatment Dose Units","Char","C71620","UNIT","","","Cond","The units associated with DOSEON and/or DOSCUMA. Conditional on whether DOSEON and/or DOSCUMA are included."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--SER","Serious Event","Char","C66742","NY","","","Req","XX.--SER"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--SEV","Severity/Intensity","Char","C66769; C165643","AESEV; SEVRS","","","Cond","XX.--SEV \n For SubClass ADVERSE EVENT, conditional on whether the --SEV variable is in the SDTM AE dataset. Note that either --SEV or --TOXGR should be included in SDTM."
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","--SEVN","Severity/Intensity (N)","Num",,"","","1; 2; 3","Perm","Code XX.--SEV to numeric \n Low intensity should correspond to low value"
"ADaM OCCDS v1.1","Occurrence Data Structure Adverse Event","Adverse Event Descriptive","ASEV","Analysis Severity/Intensity","Char",,"","","","Perm","Apply imputation rules for missing severity of adverse events as specified in the SAP or metadata. May change case of text, such as from all uppercase in --SEV to mixed case in ASEV."
